Symbol,Company Name,Industry,Market Cap
HTLF,Heartland Financial USA,Banks - Regional,1525878833
HTOO,Fusion Fuel Green,Utilities - Renewable,48276464
HTZ,Hertz Global Holdings,Rental & Leasing Services,4997232800
HUBB,Hubbell,Electrical Equipment & Parts,12149973768
HUBC,HUB Cyber Security (Israel),Software - Infrastructure,138290880
HUBG,Hub Group,Integrated Freight & Logistics,2642418585
HUBS,HubSpot,Software - Application,20431577452
HUDA,Hudson Acquisition I,Shell Companies,89890524
HUDI,Huadi International Group Co.,Steel,45565440
HUGE,FSD Pharma,Drug Manufacturers - Specialty & Generic,82913148
HUIZ,Huize Holding,Insurance Brokers,67389270
HUM,Humana,Healthcare Plans,66546153750
HUMA,Humacyte,Biotechnology,359584920
HUN,Huntsman,Chemicals,4926109645
HURC,Hurco Companies,Specialty Industrial Machinery,173527264
HURN,Huron Consulting Group,Consulting Services,1570662444
HUSA,Houston American Energy,Oil & Gas E&P,29318100
HUT,Hut 8 Mining,Capital Markets,424379535
HUYA,HUYA Inc.,Entertainment,752934320
HVBC,HV Bancorp,Banks - Regional,69353510
HVT,Haverty Furniture Companies,Home Improvement Retail,520799968
HWBK,Hawthorn Bancshares,Banks - Regional,158790887
HWC,Hancock Whitney,Banks - Regional,3104694968
HWEL,Healthwell Acquisition I,Shell Companies,317499980
HWKN,Hawkins,Specialty Chemicals,920827602
HWKZ,Hawks Acquisition,Shell Companies,292459355
HWM,Howmet Aerospace,Specialty Industrial Machinery,17876411640
HXL,Hexcel,Aerospace & Defense,5710856382
HY,Hyster-Yale Materials Handling,Farm & Heavy Construction Machinery,821725306
HYFM,Hydrofarm Holdings Group,Farm & Heavy Construction Machinery,75805525
HYLN,Hyliion Holdings,Auto Parts,282579603
HYMC,Hycroft Mining Holding,Gold,97972577
HYPR,Hyperfine,Medical Devices,100885888
HYW,Hywin Holdings,Asset Management,175420000
HYZN,Hyzon Motors,Auto Manufacturers,171215762
HZNP,Horizon Therapeutics,Drug Manufacturers - General,25056176640
HZO,MarineMax,Specialty Retail,597256155
HZON,Horizon Acquisition Corporation II,Shell Companies,343241535
IAC,IAC Inc.,Internet Content & Information,4343160028
IAG,IAMGOLD,Gold,1484900000
IART,Integra LifeSciences Holdings,Medical Devices,4725936186
IAS,Integral Ad Science Holding,Advertising Agencies,2353314958
IAUX,i-80 Gold,Gold,639092860
IBA,"Industrias Bachoco,",Farm Products,3052346724
IBCP,Independent Bank,Banks - Regional,356679464
IBEX,IBEX Limited,Information Technology Services,423171120
IBIO,"iBio, Inc.",Biotechnology,12987660
IBKR,Interactive Brokers Group,Capital Markets,33923352733
IBM,International Business Machines,Information Technology Services,116599403183
IBN,ICICI Bank,Banks - Regional,75967425741
IBOC,International Bancshares,Banks - Regional,2657924542
IBP,Installed Building Products,Building Products & Equipment,3150785384
IBRX,ImmunityBio,Biotechnology,666829080
IBTX,Independent Bank Group,Banks - Regional,1798695455
ICAD,"iCAD, Inc.",Medical Devices,37385836
ICCC,ImmuCell,Biotechnology,38346957
ICCH,ICC Holdings,Insurance - Specialty,49598786
ICCM,IceCure Medical,Medical Devices,52010676
ICD,Independence Contract Drilling,Oil & Gas Drilling,43788252
ICE,Intercontinental Exchange,Financial Data & Stock Exchanges,59938166767
ICFI,ICF International,Consulting Services,2072717930
ICG,Intchains Group,Semiconductor Equipment & Materials,521437980
ICHR,Ichor Holdings,Semiconductor Equipment & Materials,861161419
ICL,ICL Group,Agricultural Inputs,8277049405
ICLK,iClick Interactive Asia Group,Advertising Agencies,33130121
ICLR,ICON PLC,Diagnostics & Research,17045091252
ICMB,Investcorp Credit Management BDC,Asset Management,51084500
ICNC,Iconic Sports Acquisition,Shell Companies,453243750
ICPT,Intercept Pharmaceuticals,Biotechnology,674222218
ICU,SeaStar Medical Holding,Biotechnology,27922650
ICUI,ICU Medical,Medical Instruments & Supplies,4110428824
ICVX,Icosavax,Biotechnology,228505914
"ID",PARTS iD,Internet Retail,8869744
IDA,IDACORP,Utilities - Regulated Electric,5648691340
IDAI,T Stamp,Software - Application,19546367
IDBA,IDEX Biometrics ASA,Software - Application,106610292
IDCC,InterDigital,Telecom Services,1977883635
IDEX,Ideanomics,Farm & Heavy Construction Machinery,68470915
IDN,Intellicheck,Software - Application,46066636
IDR,Idaho Strategic Resources,Gold,58312842
IDT,IDT Corporation,Telecom Services,839579741
IDW,IDW Media Holdings,Publishing,10030738
IDXX,IDEXX Laboratories,Diagnostics & Research,39039211060
IDYA,IDEAYA Biosciences,Biotechnology,645001376
IE,Ivanhoe Electric,Software - Application,1049652796
IEP,Icahn Enterprises L.P.,Conglomerates,18445851240
IESC,IES Holdings,Engineering & Construction,827163498
IEX,IDEX Corporation,Specialty Industrial Machinery,16754467852
IFBD,Infobird,Software - Application,11820621
IFF,International Flavors & Fragrances,Specialty Chemicals,23606451590
IFIN,InFinT Acquisition,Shell Companies,163733829
IFRX,InflaRx,Biotechnology,183285580
IFS,Intercorp Financial Services,Banks - Regional,2655768180
IGC,India Globalization Capital,Conglomerates,17515542
IGIC,International General Insurance Holdings,Insurance - Diversified,389908544
IGMS,IGM Biosciences,Biotechnology,430973326
IGT,International Game Technology,Gambling,5319581760
IGTA,Inception Growth Acquisition,Shell Companies,129803160
IH,iHuman,Education & Training Services,175376850
IHG,InterContinental Hotels Group,Lodging,11803599160
IHRT,iHeartMedia,Broadcasting,459110600
IHS,IHS Holding,Telecom Services,2940811200
IHT,InnSuites Hospitality Trust,REIT - Hotel & Motel,12284021
III,Information Services Group,Information Technology Services,248817634
IIIN,Insteel Industries,Metal Fabrication,536658608
IIIV,i3 Verticals,Software - Infrastructure,808083824
IINN,Inspira Technologies Oxy B.H.N.,Medical Devices,15020588
IIPR,Innovative Industrial Properties,REIT - Industrial,2009760956
IKNA,Ikena Oncology,Biotechnology,175486300
IKT,Inhibikase Therapeutics,Biotechnology,16253311
ILAG,Intelligent Living Application Group,Building Products & Equipment,20227200
ILMN,Illumina,Diagnostics & Research,35847040000
ILPT,Industrial Logistics Properties Trust,REIT - Industrial,163916000
IMAB,I-Mab,Biotechnology,277549992
IMAQ,International Media Acquisition,Shell Companies,89886211
IMAX,IMAX Corporation,Entertainment,1120415124
IMBI,iMedia Brands,Internet Retail,12116139
IMCC,IM Cannabis,Drug Manufacturers - Specialty & Generic,8738257
IMCR,Immunocore Holdings,Biotechnology,2415102648
IMGN,ImmunoGen,Biotechnology,879318940
IMH,Impac Mortgage Holdings,Mortgage Finance,10787826
IMKTA,"Ingles Markets,",Grocery Stores,1713864712
IMMP,Immutep,Biotechnology,140687360
IMMR,Immersion,Software - Application,271486137
IMMX,Immix Biopharma,Biotechnology,24322900
IMNM,Immunome,Biotechnology,61930050
IMNN,Imunon,Biotechnology,9816972
IMO,Imperial Oil,Oil & Gas Integrated,32286137636
IMOS,ChipMOS TECHNOLOGIES INC.,Semiconductors,922867560
IMPL,Impel Pharmaceuticals,Biotechnology,34194672
IMPP,Imperial Petroleum,Oil & Gas E&P,54680364
IMRN,Immuron,Biotechnology,12910262
IMRX,Immuneering,Biotechnology,329393806
IMTE,Integrated Media Technology,Electronic Components,6224049
IMTX,Immatics,Biotechnology,453891704
IMUX,Immunic,Biotechnology,61277244
IMV,IMV Inc.,Biotechnology,5996339
IMVT,Immunovant,Biotechnology,1914601500
IMXI,International Money Express,Software - Infrastructure,933690156
INAB,IN8bio,Biotechnology,34266614
INAQ,Insight Acquisition,Shell Companies,307499990
INBK,First Internet Bancorp,Banks - Regional,140406868
INBS,Intelligent Bio Solutions,Diagnostics & Research,4776630
INBX,Inhibrx,Biotechnology,740725700
INCR,InterCure,Drug Manufacturers - Specialty & Generic,107095845
INCY,Incyte,Biotechnology,16486031508
INDB,Independent Bank,Banks - Regional,2759193974
INDI,indie Semiconductor,Semiconductor Equipment & Materials,1246094880
INDO,Indonesia Energy Corporation,Oil & Gas E&P,53857737
INDP,Indaptus Therapeutics,Biotechnology,15205901
INDT,INDUS Realty Trust,Real Estate Services,676296496
INFA,Informatica,Software - Infrastructure,4489961013
INFI,Infinity Pharmaceuticals,Biotechnology,12697938
INFN,Infinera,Communication Equipment,1563080164
INFU,InfuSystem Holdings,Medical Instruments & Supplies,178217290
INFY,Infosys,Information Technology Services,70601349573
ING,ING Groep,Banks - Diversified,45633794002
INGN,Inogen,Medical Devices,299293888
INGR,Ingredion,Packaged Foods,6700035072
INKT,MiNK Therapeutics,Biotechnology,73416666
INLX,Intellinetics,Software - Application,17109792
INM,InMed Pharmaceuticals,Biotechnology,3960558
INMB,INmune Bio,Biotechnology,146259900
INMD,InMode,Medical Devices,3065316062
INN,Summit Hotel Properties,REIT - Hotel & Motel,716243400
INNV,InnovAge Holding,Medical Care Facilities,972223320
INO,Inovio Pharmaceuticals,Biotechnology,193139445
INOD,Innodata,Information Technology Services,215402514
INPX,Inpixon,Software - Application,4694746
INSE,Inspired Entertainment,Gambling,303403760
INSG,Inseego,Communication Equipment,63566936
INSM,Insmed,Biotechnology,2267050967
INSP,Inspire Medical Systems,Medical Devices,6937987368
INST,Instructure Holdings,Software - Application,3630091597
INSW,International Seaways,Oil & Gas Midstream,1936365588
INT,World Fuel Services,Oil & Gas Refining & Marketing,1589523726
INTA,Intapp,Software - Application,2877118734
INTC,Intel,Semiconductors,133557020488
INTE,Integral Acquisition Corporation 1,Shell Companies,148349990
INTG,The InterGroup Corporation,Lodging,90594569
INTR,Inter & Co,Banks - Regional,775614853
INTT,inTEST,Semiconductor Equipment & Materials,225653206
INTU,Intuit,Software - Application,122062752179
INTZ,Intrusion,Software - Infrastructure,26985214
INUV,Inuvo,Advertising Agencies,34650985
INVA,Innoviva,Biotechnology,797075323
INVE,Identiv,Computer Hardware,142621976
INVH,Invitation Homes,REIT - Residential,19540695816
INVO,INVO Bioscience,Medical Devices,7429937
INVZ,Innoviz Technologies,Auto Parts,399423460
INZY,Inozyme Pharma,Biotechnology,237836800
IOAC,Innovative International Acquisition,Shell Companies,128534360
IOBT,IO Biotech,Biotechnology,51723464
IONM,Assure Holdings,Medical Care Facilities,3435432
IONQ,"IonQ, Inc.",Computer Hardware,1317729863
IONR,ioneer,Other Industrial Metals & Mining,424126973
IONS,Ionis Pharmaceuticals,Biotechnology,5230686860
IOR,Income Opportunity Realty Investors,Mortgage Finance,45456511
IOSP,Innospec,Specialty Chemicals,2650666326
IOT,Samsara,Software - Infrastructure,10230244539
IOVA,Iovance Biotherapeutics,Biotechnology,1206405863
IP,International Paper Company,Packaging & Containers,12741378604
IPA,ImmunoPrecise Antibodies,Biotechnology,68821704
IPAR,Inter Parfums,Household & Personal Products,4655541906
IPDN,Professional Diversity Network,Staffing & Employment Services,29473465
IPG,The Interpublic Group of Companies,Advertising Agencies,14422294600
IPGP,IPG Photonics,Semiconductor Equipment & Materials,5488279692
IPHA,Innate Pharma,Biotechnology,272280679
IPI,Intrepid Potash,Agricultural Inputs,358184827
IPSC,Century Therapeutics,Biotechnology,172186452
IPVF,InterPrivate III Financial Partners,Shell Companies,339009240
IPVI,InterPrivate IV InfraTech Partners,Shell Companies,365843730
IPW,iPower,Internet Retail,17151992
IPWR,Ideal Power,Electrical Equipment & Parts,62532900
IPX,IperionX,Other Industrial Metals & Mining,93317625
IQ,iQIYI,Entertainment,6285479685
IQMD,Intelligent Medicine Acquisition,Shell Companies,267030000
IQV,IQVIA Holdings,Diagnostics & Research,36854055006
IR,Ingersoll Rand,Specialty Industrial Machinery,22847673489
IRAA,Iris Acquisition,Shell Companies,350520000
IRBT,iRobot,"Furnishings, Fixtures & Appliances",1143568290
IRDM,Iridium Communications,Telecom Services,7513373280
IREN,Iris Energy,Capital Markets,200687585
IRIX,IRIDEX,Medical Devices,36016200
IRM,Iron Mountain,REIT - Specialty,15752018400
IRMD,IRadimed,Medical Devices,511787648
IRNT,IronNet,Software - Infrastructure,31361299
IRON,Disc Medicine,Biotechnology,405980200
IROQ,IF Bancorp,Banks - Regional,50898858
IRRX,Integrated Rail and Resources Acquisition,Shell Companies,243797700
IRS,IRSA Inversiones y Representaciones,Conglomerates,984745883
IRT,Independence Realty Trust,REIT - Residential,3624496179
IRTC,iRhythm Technologies,Medical Devices,3984925644
IRWD,Ironwood Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1641782700
ISDR,Issuer Direct,Software - Application,75820400
ISEE,IVERIC bio,Biotechnology,3801381800
ISIG,Insignia Systems,Advertising Agencies,12889222
ISPC,iSpecimen,Diagnostics & Research,11180534
ISPO,Inspirato,Leisure,58466590
ISPR,Ispire Technology,Tobacco,396304000
ISRG,Intuitive Surgical,Medical Instruments & Supplies,91686772796
ISRL,Israel Acquisitions,Shell Companies,204473592
ISSC,Innovative Solutions and Support,Aerospace & Defense,127359216
ISTR,Investar Holding,Banks - Regional,130292554
ISUN,"iSun, Inc.",Solar,12389146
IT,Gartner,Information Technology Services,25319157150
ITAQ,Industrial Tech Acquisitions II,Shell Companies,224034375
ITCB,Itaú Corpbanca,Banks - Regional,2310482606
ITCI,Intra-Cellular Therapies,Drug Manufacturers - Specialty & Generic,5592936000
ITGR,Integer Holdings,Medical Devices,2590089273
ITI,Iteris,Communication Equipment,205316640
ITIC,Investors Title Company,Insurance - Specialty,280327826
ITOS,iTeos Therapeutics,Biotechnology,461864772
ITP,IT Tech Packaging,Paper & Paper Products,4027367
ITRG,Integra Resources,Other Precious Metals & Mining,44779339
ITRI,Itron,Scientific & Technical Instruments,2429584093
ITRM,Iterum Therapeutics,Biotechnology,12727100
ITRN,Ituran Location and Control,Communication Equipment,445878400
ITT,ITT Inc.,Specialty Industrial Machinery,6885385420
ITUB,Itaú Unibanco Holding,Banks - Regional,50829321421
ITW,Illinois Tool Works,Specialty Industrial Machinery,70825157491
IVA,Inventiva,Biotechnology,128509310
IVAC,Intevac,Aerospace & Defense,192969788
IVCA,Investcorp India Acquisition,Shell Companies,340256797
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,451087500
IVCP,Swiftmerge Acquisition,Shell Companies,290249979
IVDA,Iveda Solutions,Security & Protection Services,20832393
IVR,Invesco Mortgage Capital,REIT - Mortgage,430914860
IVT,InvenTrust Properties,REIT - Retail,1533652198
IVVD,Invivyd,Biotechnology,128844200
IVZ,Invesco,Asset Management,7335133759
IX,ORIX Corporation,Credit Services,19259439360
IXAQ,IX Acquisition,Shell Companies,296125000
IXHL,Incannex Healthcare,Drug Manufacturers - Specialty & Generic,145317386
IZEA,IZEA Worldwide,Internet Content & Information,36546120
IZM,ICZOOM Group,Specialty Retail,14942810
J,Jacobs Engineering Group,Engineering & Construction,14489745900
JACK,Jack in the Box,Restaurants,1797384900
JAGX,Jaguar Health,Biotechnology,7832199
JAKK,JAKKS Pacific,Leisure,202930071
JAMF,Jamf Holding,Software - Application,2357016400
JAN,JanOne,Waste Management,3229949
JANX,Janux Therapeutics,Biotechnology,588176198
JAQC,Jupiter Acquisition,Shell Companies,206325104
JAZZ,Jazz Pharmaceuticals,Biotechnology,9122888170
JBGS,JBG SMITH Properties,REIT - Office,1622409460
JBHT,J.B. Hunt Transport Services,Integrated Freight & Logistics,18208521900
JBI,Janus International Group,Building Products & Equipment,1352610880
JBL,Jabil,Electronic Components,11071152960
JBLU,JetBlue Airways,Airlines,2278911894
JBSS,John B. Sanfilippo & Son,Packaged Foods,1142878411
JBT,John Bean Technologies,Specialty Industrial Machinery,3320780932
JCI,Johnson Controls International,Building Products & Equipment,39423173298
JCSE,JE Cleantech Holdings,Specialty Industrial Machinery,7217110
JCTCF,Jewett-Cameron Trading Company,Lumber & Wood Production,19138983
JD,JD.com,Internet Retail,57937600000
JEF,Jefferies Financial Group,Capital Markets,7138950960
JELD,JELD-WEN Holding,Building Products & Equipment,1024671424
JEWL,Adamas One,Luxury Goods,19890172
JFBR,Jeffs' Brands,Internet Retail,10335002
JFIN,Jiayin Group,Internet Content & Information,205897418
JFU,9F Inc.,Information Technology Services,24732069
JG,Aurora Mobile,Software - Infrastructure,50156810
JGGC,Jaguar Global Growth Corporation I,Shell Companies,319240326
JHG,Janus Henderson Group,Asset Management,4333613280
JHX,James Hardie Industries,Building Materials,9768969892
JILL,J.Jill,Apparel Retail,276790042
JJSF,J&J Snack Foods,Packaged Foods,2927276339
JKHY,Jack Henry & Associates,Information Technology Services,11066120633
JKS,JinkoSolar Holding Co.,Solar,2436904185
JLL,Jones Lang LaSalle,Real Estate Services,6421496310
JMIA,Jumia Technologies AG,Internet Retail,287646060
JMSB,John Marshall Bancorp,Banks - Regional,303603650
JNCE,Jounce Therapeutics,Biotechnology,98939232
JNJ,Johnson & Johnson,Drug Manufacturers - General,511404172800
JNPR,Juniper Networks,Communication Equipment,10848573440
JOAN,JOANN,Specialty Retail,63336350
JOB,GEE Group,Staffing & Employment Services,49064715
JOBY,Joby Aviation,Airports & Air Services,2596060114
JOE,The St. Joe Company,Real Estate - Diversified,2388642056
JOUT,Johnson Outdoors,Leisure,619387776
JPM,JPMorgan Chase & Co.,Banks - Diversified,376692622336
JRSH,Jerash Holdings (US),Apparel Manufacturing,55080765
JRVR,James River Group Holdings,Insurance - Specialty,743940297
JSPR,Jasper Therapeutics,Biotechnology,159699180
JT,Jianpu Technology,Credit Services,32699468
JUGG,Jaws Juggernaut Acquisition,Shell Companies,353279969
JUN,Juniper II,Shell Companies,389447510
JUPW,Jupiter Wellness,Drug Manufacturers - Specialty & Generic,12423756
JVA,Coffee Holding Co.,Packaged Foods,12159318
JWAC,Jupiter Wellness Acquisition,Shell Companies,192442989
JWEL,Jowell Global,Internet Retail,12044237
JWN,Nordstrom,Department Stores,2528784416
JWSM,Jaws Mustang Acquisition,Shell Companies,279786020
JXJT,JX Luxventure,Apparel Manufacturing,35143060
JXN,Jackson Financial,Insurance - Life,2961296933
JYNT,The Joint,Medical Care Facilities,220603426
JZ,Jianzhi Education Technology Group Company,Education & Training Services,69638250
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,4733856
K,Kellogg Company,Packaged Foods,23428211160
KA,Kineta,Biotechnology,27884494
KACL,Kairous Acquisition Corp.,Shell Companies,47464772
KAI,Kadant,Specialty Industrial Machinery,2285459480
KAL,Kalera,Farm Products,1727303
KALA,Kala Pharmaceuticals,Drug Manufacturers - Specialty & Generic,35385485
KALU,Kaiser Aluminum,Aluminum,1086843744
KALV,KalVista Pharmaceuticals,Biotechnology,272671812
KAMN,Kaman,Aerospace & Defense,624161496
KAR,KAR Auction Services,Auto & Truck Dealerships,1458425410
KARO,Karooooo,Software - Application,671638870
KAVL,Kaival Brands Innovations Group,Tobacco,34487827
KB,KB Financial Group,Banks - Regional,13567796880
KBAL,Kimball International,"Furnishings, Fixtures & Appliances",444538017
KBH,KB Home,Residential Construction,3206701008
KBNT,Kubient,Software - Application,9145017
KBR,"KBR, Inc.",Engineering & Construction,7712809917
KC,Kingsoft Cloud Holdings,Software - Application,2120814960
KCGI,Kensington Capital Acquisition V,Shell Companies,360870000
KD,Kyndryl Holdings,Information Technology Services,3326122983
KDNY,Chinook Therapeutics,Biotechnology,1379477890
KDP,Keurig Dr Pepper,Beverages - Non-Alcoholic,49521106190
KE,Kimball Electronics,Electrical Equipment & Parts,561486582
KELYA,Kelly Services,Staffing & Employment Services,618865032
KELYB,Kelly Services,Staffing & Employment Services,567371712
KEN,Kenon Holdings,Utilities - Independent Power Producers,1482359844
KEP,Korea Electric Power,Utilities - Regulated Electric,9090224287
KEQU,Kewaunee Scientific,"Furnishings, Fixtures & Appliances",44858670
KERN,Akerna,Health Information Services,4634994
KEX,Kirby,Marine Shipping,4168641900
KEY,KeyCorp,Banks - Regional,11144551046
KEYS,Keysight Technologies,Scientific & Technical Instruments,28090740172
KFFB,Kentucky First Federal Bancorp,Banks - Regional,53493258
KFRC,Kforce,Staffing & Employment Services,1317042896
KFS,Kingsway Financial Services,Auto & Truck Dealerships,224158515
KFY,Korn Ferry,Staffing & Employment Services,2666575008
KGC,Kinross Gold,Gold,6334106235
KHC,The Kraft Heinz Company,Packaged Foods,48196562514
KIDS,OrthoPediatrics,Medical Devices,1099544388
KIM,Kimco Realty,REIT - Retail,11759350633
KIND,Nextdoor Holdings,Internet Content & Information,880011552
KINS,Kingstone Companies,Insurance - Property & Casualty,13589127
KIQ,Kelso Technologies,Railroads,15095556
KIRK,Kirkland's,Specialty Retail,35074600
KITT,Nauticus Robotics,Aerospace & Defense,130023575
KKR,KKR & Co.,Asset Management,44166227679
KLAC,KLA Corporation,Semiconductor Equipment & Materials,51256987200
KLIC,Kulicke and Soffa Industries,Semiconductor Equipment & Materials,2791879075
KLR,Kaleyra,Software - Application,22935328
KLTR,Kaltura,Software - Infrastructure,260214180
KLXE,KLX Energy Services Holdings,Oil & Gas Equipment & Services,188197466
KMB,Kimberly-Clark,Household & Personal Products,46140087608
KMDA,Kamada,Drug Manufacturers - Specialty & Generic,208432170
KMI,Kinder Morgan,Oil & Gas Midstream,40059360000
KMPR,Kemper,Insurance - Property & Casualty,3658095441
KMT,Kennametal,Tools & Accessories,2162955220
KMX,CarMax,Auto & Truck Dealerships,10837285920
KN,Knowles,Communication Equipment,1511086196
KNDI,Kandi Technologies Group,Auto Parts,203281148
KNOP,KNOT Offshore Partners LP,Marine Shipping,172521372
KNSA,Kiniksa Pharmaceuticals,Biotechnology,743568089
KNSL,Kinsale Capital Group,Insurance - Property & Casualty,7336531080
KNSW,KnightSwan Acquisition,Shell Companies,299574979
KNTE,Kinnate Biopharma,Biotechnology,278486208
KNTK,Kinetik Holdings,Oil & Gas Midstream,1548443487
KNW,Know Labs,Scientific & Technical Instruments,42905031
KNX,Knight-Swift Transportation Holdings,Trucking,9104262660
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,271216366879
KOD,Kodiak Sciences,Biotechnology,260111908
KODK,Eastman Kodak Company,Specialty Business Services,297526500
KOF,"Coca-Cola FEMSA,",Beverages - Non-Alcoholic,17520922867
KOP,Koppers Holdings,Specialty Chemicals,718364652
KOPN,Kopin,Electronic Components,112663480
KORE,KORE Group Holdings,Telecom Services,88019620
KOS,Kosmos Energy,Oil & Gas E&P,3483654239
KOSS,Koss Corporation,Consumer Electronics,42916366
KPLT,Katapult Holdings,Software - Infrastructure,44922605
KPRX,Kiora Pharmaceuticals,Biotechnology,7293226
KPTI,Karyopharm Therapeutics,Biotechnology,432966440
KR,The Kroger Co.,Grocery Stores,33950587274
KRBP,Kiromic BioPharma,Biotechnology,2560863
KRC,Kilroy Realty,REIT - Office,3539540010
KREF,KKR Real Estate Finance Trust,REIT - Mortgage,765572600
KRG,Kite Realty Group Trust,REIT - Retail,4432578460
KRKR,36Kr Holdings,Internet Content & Information,41883735
KRMD,KORU Medical Systems,Medical Instruments & Supplies,185761200
KRNL,Kernel Group Holdings,Shell Companies,156460400
KRNT,Kornit Digital,Specialty Industrial Machinery,878959125
KRNY,Kearny Financial,Banks - Regional,539700215
KRO,Kronos Worldwide,Specialty Chemicals,1071211320
KRON,Kronos Bio,Biotechnology,71461324
KROS,Keros Therapeutics,Biotechnology,1063232730
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1437933323
KRT,Karat Packaging,Packaging & Containers,273652000
KRTX,Karuna Therapeutics,Biotechnology,6660812102
KRUS,Kura Sushi USA,Restaurants,649882555
KRYS,Krystal Biotech,Biotechnology,2148692580
KSCP,Knightscope,Security & Protection Services,31997194
KSPN,Kaspien Holdings,Software - Application,3410287
KSS,Kohl's,Department Stores,2558209500
KT,KT Corporation,Telecom Services,5935065057
KTB,Kontoor Brands,Apparel Manufacturing,2598378120
KTCC,Key Tronic,Computer Hardware,75118062
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1650379800
KTRA,Kintara Therapeutics,Biotechnology,4958087
KTTA,Pasithea Therapeutics,Biotechnology,11512288
KUKE,Kuke Music Holding,Entertainment,32772703
KULR,KULR Technology Group,Electronic Components,95192370
KURA,Kura Oncology,Biotechnology,800731620
KVHI,KVH Industries,Communication Equipment,224857394
KVSA,Khosla Ventures Acquisition Co.,Shell Companies,411783290
KW,Kennedy-Wilson Holdings,Real Estate Services,2228167179
KWE,KWESST Micro Systems,Aerospace & Defense,9821038
KWR,Quaker Chemical,Specialty Chemicals,3526776704
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,81522297
KYCH,Keyarch Acquisition,Shell Companies,156340800
KYMR,Kymera Therapeutics,Biotechnology,1746560940
KZIA,Kazia Therapeutics,Biotechnology,25851322
KZR,Kezar Life Sciences,Biotechnology,168513044
L,Loews,Insurance - Property & Casualty,13065272840
LAB,Standard BioTools,Diagnostics & Research,140733749
LABP,Landos Biopharma,Biotechnology,8727152
LAC,Lithium Americas,Other Industrial Metals & Mining,2920067120
LAD,Lithia Motors,Auto & Truck Dealerships,6034596708
LADR,Ladder Capital,REIT - Mortgage,1139783020
LAKE,Lakeland Industries,Apparel Manufacturing,103942438
LAMR,Lamar Advertising Company,REIT - Specialty,10271339960
LANC,Lancaster Colony,Packaged Foods,5544803810
LAND,Gladstone Land,REIT - Industrial,596066660
LANV,Lanvin Group Holdings,Luxury Goods,690217170
LARK,Landmark Bancorp,Banks - Regional,111041799
LASE,Laser Photonics,Specialty Industrial Machinery,32143954
LASR,nLIGHT,Semiconductors,418567116
LATG,LatAmGrowth SPAC,Shell Companies,170625000
LAUR,Laureate Education,Education & Training Services,1816640317
LAW,CS Disco,Software - Application,357306520
LAZ,Lazard,Capital Markets,2811871322
LAZR,Luminar Technologies,Auto Parts,2097425138
LAZY,Lazydays Holdings,Auto & Truck Dealerships,152904375
LBAI,Lakeland Bancorp,Banks - Regional,967563576
LBBB,Lakeshore Acquisition II,Shell Companies,95254430
LBC,Luther Burbank,Banks - Regional,480121725
LBPH,Longboard Pharmaceuticals,Biotechnology,128468196
LBRDA,Liberty Broadband,Telecom Services,11515532959
LBRDK,Liberty Broadband,Telecom Services,11507311616
LBRT,Liberty Energy,Oil & Gas Equipment & Services,2312391565
LBTYA,Liberty Global,Telecom Services,9036816693
LBTYB,Liberty Global,Telecom Services,9115374011
LBTYK,Liberty Global,Telecom Services,9039931372
LC,LendingClub,Credit Services,752391260
LCA,Landcadia Holdings IV,Shell Companies,630624970
LCAA,L Catterton Asia Acquisition,Shell Companies,296699575
LCFY,Locafy,Internet Content & Information,7297988
LCI,Lannett Company,Drug Manufacturers - Specialty & Generic,7127489
LCID,Lucid Group,Auto Manufacturers,14882533970
LCII,LCI Industries,Recreational Vehicles,2789104500
LCNB,LCNB Corp.,Banks - Regional,194228100
LCTX,Lineage Cell Therapeutics,Biotechnology,238204400
LCUT,Lifetime Brands,"Furnishings, Fixtures & Appliances",112790475
LCW,Learn CW Investment,Shell Companies,295550021
LDI,loanDepot,Mortgage Finance,578332516
LDOS,Leidos Holdings,Information Technology Services,12715046499
LE,Lands' End,Specialty Retail,273732140
LEA,Lear Corporation,Auto Parts,7950646692
LECO,Lincoln Electric Holdings,Tools & Accessories,9227695475
LEDS,SemiLEDs,Semiconductors,10103117
LEE,"Lee Enterprises,",Publishing,74917819
LEG,"Leggett & Platt,","Furnishings, Fixtures & Appliances",4146585840
LEGH,Legacy Housing,Residential Construction,535145390
LEGN,Legend Biotech,Biotechnology,8335883904
LEJU,Leju Holdings,Real Estate Services,17283798
LEN,Lennar,Residential Construction,29935183008
LEN.B,Lennar,Residential Construction,30139397127
LESL,Leslie's,Home Improvement Retail,1957815600
LEU,Centrus Energy,Uranium,438724836
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,371335427
LEVI,Levi Strauss & Co.,Apparel Manufacturing,5985292428
LEXX,Lexaria Bioscience,Biotechnology,13647282
LFAC,LF Capital Acquisition Corp. II,Shell Companies,184652292
LFCR,Lifecore Biomedical,Drug Manufacturers - Specialty & Generic,114606576
